match_id,stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,prediction_team_home_win,prediction_draw,prediction_team_away_win,prediction_quantity,location,lineup_home,lineup_away,player_names_home,player_numbers_home,player_names_away,player_numbers_away
46,Matchday 34,07/05/2023,False,False,False,Torino,Monza,1,1,0.54,0.46,14,10,5,8,0.55,0.45,0.56,0.08,0.36,17033,Olimpico Grande Torino,"[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Vlašić', 'player_number': '16'}, {'player_name': ' Miranchuk', 'player_number': '59'}, {'player_name': ' Vojvoda', 'player_number': '27'}, {'player_name': ' Ilić', 'player_number': '8'}, {'player_name': ' Ricci', 'player_number': '28'}, {'player_name': ' Lazaro', 'player_number': '19'}, {'player_name': ' Rodríguez', 'player_number': '13'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Djidji', 'player_number': '26'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","[{'player_name': ' Valoti', 'player_number': '10'}, {'player_name': ' Mota', 'player_number': '47'}, {'player_name': ' Ciurria', 'player_number': '84'}, {'player_name': ' Carlos', 'player_number': '30'}, {'player_name': ' Pessina', 'player_number': '32'}, {'player_name': ' Machin Dicombo', 'player_number': '7'}, {'player_name': ' Birindelli', 'player_number': '19'}, {'player_name': ' Caldirola', 'player_number': '5'}, {'player_name': ' Pablo Marí', 'player_number': '3'}, {'player_name': ' Izzo', 'player_number': '55'}, {'player_name': ' Di Gregorio', 'player_number': '16'}]","['Sanabria', 'Vlašić', 'Miranchuk', 'Vojvoda', 'Ilić', 'Ricci', 'Lazaro', 'Rodríguez', 'Buongiorno', 'Djidji', 'Milinković-Savić']","['9', '16', '59', '27', '8', '28', '19', '13', '4', '26', '32']","['Valoti', 'Mota', 'Ciurria', 'Carlos', 'Pessina', 'Machin Dicombo', 'Birindelli', 'Caldirola', 'Pablo Marí', 'Izzo', 'Di Gregorio']","['10', '47', '84', '30', '32', '7', '19', '5', '3', '55', '16']"
47,Matchday 34,07/05/2023,False,False,False,Atalanta,Juventus,0,2,0.6,0.4,24,10,1,5,0.48,0.53,0.17,0.06,0.77,98660,Gewiss Stadium,"[{'player_name': ' Zapata', 'player_number': '91'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' Pašalić', 'player_number': '88'}, {'player_name': ' Mæhle', 'player_number': '3'}, {'player_name': ' Éderson', 'player_number': '13'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Zappacosta', 'player_number': '77'}, {'player_name': ' Scalvini', 'player_number': '42'}, {'player_name': ' Djimsiti', 'player_number': '19'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Sportiello', 'player_number': '57'}]","[{'player_name': ' Milik', 'player_number': '14'}, {'player_name': ' Di María', 'player_number': '22'}, {'player_name': ' Iling-Junior', 'player_number': '43'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Fagioli', 'player_number': '44'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Rugani', 'player_number': '24'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","['Zapata', 'Koopmeiners', 'Pašalić', 'Mæhle', 'Éderson', 'De Roon', 'Zappacosta', 'Scalvini', 'Djimsiti', 'Tolói', 'Sportiello']","['91', '7', '88', '3', '13', '15', '77', '42', '19', '2', '57']","['Milik', 'Di María', 'Iling-Junior', 'Rabiot', 'Locatelli', 'Fagioli', 'Cuadrado', 'Alex Sandro', 'Rugani', 'Danilo', 'Szczęsny']","['14', '22', '43', '25', '5', '44', '11', '12', '24', '6', '1']"
48,Matchday 34,06/05/2023,False,False,False,Cremonese,Spezia,2,0,0.3,0.7,9,18,4,8,0.51,0.49,0.5,0.1,0.4,15392,Giovanni Zini,"[{'player_name': ' Ciofani', 'player_number': '9'}, {'player_name': ' Okereke', 'player_number': '77'}, {'player_name': ' Galdames', 'player_number': '27'}, {'player_name': ' Sernicola', 'player_number': '17'}, {'player_name': ' Castagnetti', 'player_number': '19'}, {'player_name': ' Meite', 'player_number': '28'}, {'player_name': ' Valeri', 'player_number': '3'}, {'player_name': ' Lochoshvili', 'player_number': '44'}, {'player_name': ' Vásquez', 'player_number': '5'}, {'player_name': ' Ferrari', 'player_number': '24'}, {'player_name': ' Carnesecchi', 'player_number': '12'}]","[{'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Shomurodov', 'player_number': '14'}, {'player_name': ' Agudelo', 'player_number': '33'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Esposito', 'player_number': '25'}, {'player_name': ' Ekdal', 'player_number': '8'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Ampadu', 'player_number': '4'}, {'player_name': ' Wisniewski', 'player_number': '55'}, {'player_name': ' Amian', 'player_number': '27'}, {'player_name': ' Drągowski', 'player_number': '69'}]","['Ciofani', 'Okereke', 'Galdames', 'Sernicola', 'Castagnetti', 'Meite', 'Valeri', 'Lochoshvili', 'Vásquez', 'Ferrari', 'Carnesecchi']","['9', '77', '27', '17', '19', '28', '3', '44', '5', '24', '12']","['Gyasi', 'Shomurodov', 'Agudelo', 'Bourabia', 'Esposito', 'Ekdal', 'Nikolaou', 'Ampadu', 'Wisniewski', 'Amian', 'Drągowski']","['11', '14', '33', '6', '25', '8', '43', '4', '55', '27', '69']"
49,Matchday 34,06/05/2023,False,False,False,Roma,Inter,0,2,0.51,0.49,15,10,3,4,0.56,0.44,0.37,0.07,0.56,95386,Olimpico,"[{'player_name': ' Belotti', 'player_number': '11'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Spinazzola', 'player_number': '37'}, {'player_name': ' Bove', 'player_number': '52'}, {'player_name': ' Matic', 'player_number': '8'}, {'player_name': ' Camara', 'player_number': '20'}, {'player_name': ' Zalewski', 'player_number': '59'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","[{'player_name': ' Correa', 'player_number': '11'}, {'player_name': ' Lukaku', 'player_number': '90'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Calhanoglu', 'player_number': '20'}, {'player_name': ' Brozović', 'player_number': '77'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Dumfries', 'player_number': '2'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' Acerbi', 'player_number': '15'}, {'player_name': ' Darmian', 'player_number': '36'}, {'player_name': ' Onana', 'player_number': '24'}]","['Belotti', 'Pellegrini', 'Spinazzola', 'Bove', 'Matic', 'Camara', 'Zalewski', 'Ibañez', 'Cristante', 'Mancini', 'Patrício']","['11', '7', '37', '52', '8', '20', '59', '3', '4', '23', '1']","['Correa', 'Lukaku', 'Dimarco', 'Calhanoglu', 'Brozović', 'Barella', 'Dumfries', 'Bastoni', 'Acerbi', 'Darmian', 'Onana']","['11', '90', '32', '20', '77', '23', '2', '95', '15', '36', '24']"
50,Matchday 34,06/05/2023,False,False,False,Milan,Lazio,2,0,0.52,0.48,10,8,3,0,0.51,0.5,0.73,0.06,0.21,85702,Giuseppe Meazza,"[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Messias', 'player_number': '30'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Kjær', 'player_number': '24'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Maignan', 'player_number': '16'}]","[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Anderson', 'player_number': '7'}, {'player_name': ' Alberto', 'player_number': '10'}, {'player_name': ' Silva Santos', 'player_number': '6'}, {'player_name': ' Milinković-Savić', 'player_number': '21'}, {'player_name': ' Hysaj', 'player_number': '23'}, {'player_name': ' Romagnoli', 'player_number': '13'}, {'player_name': ' Casale', 'player_number': '15'}, {'player_name': ' Marusic', 'player_number': '77'}, {'player_name': ' Provedel', 'player_number': '94'}]","['Giroud', 'Leão', 'Bennacer', 'Messias', 'Krunic', 'Tonali', 'Hernandez', 'Tomori', 'Kjær', 'Calabria', 'Maignan']","['9', '17', '4', '30', '33', '8', '19', '23', '24', '2', '16']","['Zaccagni', 'Immobile', 'Anderson', 'Alberto', 'Silva Santos', 'Milinković-Savić', 'Hysaj', 'Romagnoli', 'Casale', 'Marusic', 'Provedel']","['20', '17', '7', '10', '6', '21', '23', '13', '15', '77', '94']"
51,Matchday 33,04/05/2023,False,False,False,Udinese,Napoli,1,1,0.35,0.65,7,7,3,4,0.52,0.48,0.17,0.05,0.78,112744,Dacia Arena,"[{'player_name': ' Nestorovski', 'player_number': '30'}, {'player_name': ' Pereyra', 'player_number': '37'}, {'player_name': ' Udogie', 'player_number': '13'}, {'player_name': ' Lovric', 'player_number': '4'}, {'player_name': ' Walace', 'player_number': '11'}, {'player_name': ' Samardzic', 'player_number': '24'}, {'player_name': ' Ehizibue', 'player_number': '19'}, {'player_name': ' Pérez', 'player_number': '18'}, {'player_name': ' Bijol', 'player_number': '29'}, {'player_name': ' Rodrigo Becão', 'player_number': '50'}, {'player_name': ' Silvestri', 'player_number': '1'}]","[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Elmas', 'player_number': '7'}, {'player_name': ' Ndombele', 'player_number': '91'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Olivera', 'player_number': '17'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Rrahmani', 'player_number': '13'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}]","['Nestorovski', 'Pereyra', 'Udogie', 'Lovric', 'Walace', 'Samardzic', 'Ehizibue', 'Pérez', 'Bijol', 'Rodrigo Becão', 'Silvestri']","['30', '37', '13', '4', '11', '24', '19', '18', '29', '50', '1']","['Kvaratskhelia', 'Osimhen', 'Elmas', 'Ndombele', 'Lobotka', 'Zambo Anguissa', 'Olivera', 'Kim Min-jae', 'Rrahmani', 'Di Lorenzo', 'Meret']","['77', '9', '7', '91', '68', '99', '17', '3', '13', '22', '1']"
52,Matchday 33,04/05/2023,False,False,False,Empoli,Bologna,3,1,0.28,0.72,13,18,3,3,0.51,0.49,0.32,0.09,0.59,17656,Carlo Castellani,"[{'player_name': ' Caputo', 'player_number': '19'}, {'player_name': ' Cambiaghi', 'player_number': '28'}, {'player_name': ' Baldanzi', 'player_number': '35'}, {'player_name': ' Marin', 'player_number': '18'}, {'player_name': ' Grassi', 'player_number': '5'}, {'player_name': ' Akpa', 'player_number': '11'}, {'player_name': ' Parisi', 'player_number': '65'}, {'player_name': ' Luperto', 'player_number': '33'}, {'player_name': ' Walukiewicz', 'player_number': '4'}, {'player_name': ' Ebuehi', 'player_number': '24'}, {'player_name': ' Vicario', 'player_number': '13'}]","[{'player_name': ' Domínguez', 'player_number': '8'}, {'player_name': ' Barrow', 'player_number': '99'}, {'player_name': ' Orsolini', 'player_number': '7'}, {'player_name': ' Aebischer', 'player_number': '20'}, {'player_name': ' Moro', 'player_number': '6'}, {'player_name': ' Schouten', 'player_number': '30'}, {'player_name': ' Cambiaso', 'player_number': '50'}, {'player_name': ' Lucumí', 'player_number': '26'}, {'player_name': ' Soumaoro', 'player_number': '5'}, {'player_name': ' Posch', 'player_number': '3'}, {'player_name': ' Skorupski', 'player_number': '28'}]","['Caputo', 'Cambiaghi', 'Baldanzi', 'Marin', 'Grassi', 'Akpa', 'Parisi', 'Luperto', 'Walukiewicz', 'Ebuehi', 'Vicario']","['19', '28', '35', '18', '5', '11', '65', '33', '4', '24', '13']","['Domínguez', 'Barrow', 'Orsolini', 'Aebischer', 'Moro', 'Schouten', 'Cambiaso', 'Lucumí', 'Soumaoro', 'Posch', 'Skorupski']","['8', '99', '7', '20', '6', '30', '50', '26', '5', '3', '28']"
53,Matchday 33,03/05/2023,False,False,False,Milan,Cremonese,1,1,0.74,0.26,18,6,5,2,0.56,0.44,0.84,0.04,0.12,68218,Giuseppe Meazza,"[{'player_name': ' Origi', 'player_number': '27'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' De Ketelaere', 'player_number': '90'}, {'player_name': ' Saelemaekers', 'player_number': '56'}, {'player_name': ' Vranckx', 'player_number': '40'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Ballo-Touré', 'player_number': '5'}, {'player_name': ' Thiaw', 'player_number': '28'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Maignan', 'player_number': '16'}]","[{'player_name': ' Afena-Gyan', 'player_number': '20'}, {'player_name': ' Buonaiuto', 'player_number': '10'}, {'player_name': ' Galdames', 'player_number': '27'}, {'player_name': ' Benassi', 'player_number': '26'}, {'player_name': ' Meite', 'player_number': '28'}, {'player_name': ' Pickel', 'player_number': '6'}, {'player_name': ' Vásquez', 'player_number': '5'}, {'player_name': ' Lochoshvili', 'player_number': '44'}, {'player_name': ' Chiriches', 'player_number': '21'}, {'player_name': ' Sernicola', 'player_number': '17'}, {'player_name': ' Carnesecchi', 'player_number': '12'}]","['Origi', 'Diaz', 'De Ketelaere', 'Saelemaekers', 'Vranckx', 'Bennacer', 'Ballo-Touré', 'Thiaw', 'Kalulu', 'Calabria', 'Maignan']","['27', '10', '90', '56', '40', '4', '5', '28', '20', '2', '16']","['Afena-Gyan', 'Buonaiuto', 'Galdames', 'Benassi', 'Meite', 'Pickel', 'Vásquez', 'Lochoshvili', 'Chiriches', 'Sernicola', 'Carnesecchi']","['20', '10', '27', '26', '28', '6', '5', '44', '21', '17', '12']"
54,Matchday 33,03/05/2023,False,False,False,Monza,Roma,1,1,0.59,0.41,8,14,4,8,0.53,0.47,0.17,0.05,0.78,48570,U-Power Stadium,"[{'player_name': ' Mota', 'player_number': '47'}, {'player_name': ' Caprari', 'player_number': '17'}, {'player_name': ' Colpani', 'player_number': '28'}, {'player_name': ' Carlos', 'player_number': '30'}, {'player_name': ' Rovella', 'player_number': '6'}, {'player_name': ' Pessina', 'player_number': '32'}, {'player_name': ' Ciurria', 'player_number': '84'}, {'player_name': ' Caldirola', 'player_number': '5'}, {'player_name': ' Pablo Marí', 'player_number': '3'}, {'player_name': ' Izzo', 'player_number': '55'}, {'player_name': ' Di Gregorio', 'player_number': '16'}]","[{'player_name': ' Abraham', 'player_number': '9'}, {'player_name': ' El Shaarawy', 'player_number': '92'}, {'player_name': ' Solbakken', 'player_number': '18'}, {'player_name': ' Zalewski', 'player_number': '59'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Bove', 'player_number': '52'}, {'player_name': ' Çelik', 'player_number': '19'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","['Mota', 'Caprari', 'Colpani', 'Carlos', 'Rovella', 'Pessina', 'Ciurria', 'Caldirola', 'Pablo Marí', 'Izzo', 'Di Gregorio']","['47', '17', '28', '30', '6', '32', '84', '5', '3', '55', '16']","['Abraham', 'El Shaarawy', 'Solbakken', 'Zalewski', 'Pellegrini', 'Bove', 'Çelik', 'Ibañez', 'Cristante', 'Mancini', 'Patrício']","['9', '92', '18', '59', '7', '52', '19', '3', '4', '23', '1']"
55,Matchday 33,03/05/2023,False,False,False,Lazio,Sassuolo,2,0,0.48,0.52,13,13,5,2,0.52,0.48,0.63,0.07,0.3,39028,Olimpico,"[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Anderson', 'player_number': '7'}, {'player_name': ' Alberto', 'player_number': '10'}, {'player_name': ' Silva Santos', 'player_number': '6'}, {'player_name': ' Vecino', 'player_number': '5'}, {'player_name': ' Marusic', 'player_number': '77'}, {'player_name': ' Gabarron', 'player_number': '4'}, {'player_name': ' Casale', 'player_number': '15'}, {'player_name': ' Lazzari', 'player_number': '29'}, {'player_name': ' Provedel', 'player_number': '94'}]","[{'player_name': ' Laurienté', 'player_number': '45'}, {'player_name': ' Defrel', 'player_number': '92'}, {'player_name': ' Berardi', 'player_number': '10'}, {'player_name': ' de Souza', 'player_number': '7'}, {'player_name': ' Obiang', 'player_number': '14'}, {'player_name': ' Frattesi', 'player_number': '16'}, {'player_name': ' Rogério', 'player_number': '6'}, {'player_name': ' Ferrari', 'player_number': '13'}, {'player_name': ' Ruan', 'player_number': '44'}, {'player_name': ' Zortea', 'player_number': '21'}, {'player_name': ' Consigli', 'player_number': '47'}]","['Zaccagni', 'Immobile', 'Anderson', 'Alberto', 'Silva Santos', 'Vecino', 'Marusic', 'Gabarron', 'Casale', 'Lazzari', 'Provedel']","['20', '17', '7', '10', '6', '5', '77', '4', '15', '29', '94']","['Laurienté', 'Defrel', 'Berardi', 'de Souza', 'Obiang', 'Frattesi', 'Rogério', 'Ferrari', 'Ruan', 'Zortea', 'Consigli']","['45', '92', '10', '7', '14', '16', '6', '13', '44', '21', '47']"
56,Matchday 33,03/05/2023,False,False,False,Hellas Verona,Inter,0,6,0.25,0.75,7,20,2,10,0.55,0.45,0.15,0.03,0.82,62474,Marcantonio Bentegodi,"[{'player_name': ' Gaich', 'player_number': '38'}, {'player_name': ' Verdi', 'player_number': '7'}, {'player_name': ' Lazović', 'player_number': '8'}, {'player_name': ' Abildgaard', 'player_number': '28'}, {'player_name': ' Tameze', 'player_number': '61'}, {'player_name': ' Depaoli', 'player_number': '29'}, {'player_name': ' Ceccherini', 'player_number': '17'}, {'player_name': ' Hien', 'player_number': '6'}, {'player_name': ' Magnani', 'player_number': '23'}, {'player_name': ' Faraoni', 'player_number': '5'}, {'player_name': ' Montipò', 'player_number': '1'}]","[{'player_name': ' Martínez', 'player_number': '10'}, {'player_name': ' Dzeko', 'player_number': '9'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Mkhitaryan', 'player_number': '22'}, {'player_name': ' Brozović', 'player_number': '77'}, {'player_name': ' Calhanoglu', 'player_number': '20'}, {'player_name': ' Dumfries', 'player_number': '2'}, {'player_name': ' Acerbi', 'player_number': '15'}, {'player_name': ' De Vrij', 'player_number': '6'}, {'player_name': "" D'Ambrosio"", 'player_number': '33'}, {'player_name': ' Handanovic', 'player_number': '1'}]","['Gaich', 'Verdi', 'Lazović', 'Abildgaard', 'Tameze', 'Depaoli', 'Ceccherini', 'Hien', 'Magnani', 'Faraoni', 'Montipò']","['38', '7', '8', '28', '61', '29', '17', '6', '23', '5', '1']","['Martínez', 'Dzeko', 'Dimarco', 'Mkhitaryan', 'Brozović', 'Calhanoglu', 'Dumfries', 'Acerbi', 'De Vrij', ""D'Ambrosio"", 'Handanovic']","['10', '9', '32', '22', '77', '20', '2', '15', '6', '33', '1']"
57,Matchday 33,03/05/2023,False,False,False,Sampdoria,Torino,0,2,0.41,0.59,7,12,0,4,0.5,0.51,0.24,0.07,0.69,15730,Luigi Ferraris,"[{'player_name': ' Lammers', 'player_number': '10'}, {'player_name': ' Gabbiadini', 'player_number': '23'}, {'player_name': ' Cuisance', 'player_number': '80'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Rincon', 'player_number': '8'}, {'player_name': ' Winks', 'player_number': '20'}, {'player_name': ' Zanoli', 'player_number': '59'}, {'player_name': ' Amione', 'player_number': '2'}, {'player_name': ' Nuytinck', 'player_number': '17'}, {'player_name': ' Oikonomou', 'player_number': '5'}, {'player_name': ' Ravaglia', 'player_number': '30'}]","[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Vlašić', 'player_number': '16'}, {'player_name': ' Seck', 'player_number': '23'}, {'player_name': ' Vojvoda', 'player_number': '27'}, {'player_name': ' Ilić', 'player_number': '8'}, {'player_name': ' Ricci', 'player_number': '28'}, {'player_name': ' Singo', 'player_number': '17'}, {'player_name': ' Rodríguez', 'player_number': '13'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Schuurs', 'player_number': '3'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","['Lammers', 'Gabbiadini', 'Cuisance', 'Augello', 'Rincon', 'Winks', 'Zanoli', 'Amione', 'Nuytinck', 'Oikonomou', 'Ravaglia']","['10', '23', '80', '3', '8', '20', '59', '2', '17', '5', '30']","['Sanabria', 'Vlašić', 'Seck', 'Vojvoda', 'Ilić', 'Ricci', 'Singo', 'Rodríguez', 'Buongiorno', 'Schuurs', 'Milinković-Savić']","['9', '16', '23', '27', '8', '28', '17', '13', '4', '3', '32']"
58,Matchday 33,03/05/2023,False,False,False,Salernitana,Fiorentina,3,3,0.46,0.54,4,12,3,3,0.46,0.54,0.3,0.07,0.63,20510,Arechi,"[{'player_name': ' Dia', 'player_number': '29'}, {'player_name': ' Botheim', 'player_number': '11'}, {'player_name': ' Maggiore', 'player_number': '25'}, {'player_name': ' Bradaric', 'player_number': '3'}, {'player_name': ' Coulibaly', 'player_number': '18'}, {'player_name': ' Bohinen', 'player_number': '8'}, {'player_name': ' Mazzocchi', 'player_number': '30'}, {'player_name': ' Pirola', 'player_number': '98'}, {'player_name': ' Gyomber', 'player_number': '23'}, {'player_name': ' Lovato', 'player_number': '66'}, {'player_name': ' Ochoa', 'player_number': '13'}]","[{'player_name': ' Barák', 'player_number': '72'}, {'player_name': ' Arthur Cabral', 'player_number': '9'}, {'player_name': ' Ikoné', 'player_number': '11'}, {'player_name': ' González', 'player_number': '22'}, {'player_name': ' Mandragora', 'player_number': '38'}, {'player_name': ' Castrovilli', 'player_number': '10'}, {'player_name': ' Biraghi', 'player_number': '3'}, {'player_name': ' Igor', 'player_number': '98'}, {'player_name': ' Martínez Quarta', 'player_number': '28'}, {'player_name': ' Dodô', 'player_number': '2'}, {'player_name': ' Terracciano', 'player_number': '1'}]","['Dia', 'Botheim', 'Maggiore', 'Bradaric', 'Coulibaly', 'Bohinen', 'Mazzocchi', 'Pirola', 'Gyomber', 'Lovato', 'Ochoa']","['29', '11', '25', '3', '18', '8', '30', '98', '23', '66', '13']","['Barák', 'Arthur Cabral', 'Ikoné', 'González', 'Mandragora', 'Castrovilli', 'Biraghi', 'Igor', 'Martínez Quarta', 'Dodô', 'Terracciano']","['72', '9', '11', '22', '38', '10', '3', '98', '28', '2', '1']"
59,Matchday 33,03/05/2023,False,False,False,Atalanta,Spezia,3,2,0.56,0.44,14,9,6,4,0.58,0.42,0.8,0.05,0.15,18646,Gewiss Stadium,"[{'player_name': ' Zapata', 'player_number': '91'}, {'player_name': ' Muriel', 'player_number': '9'}, {'player_name': ' Pašalić', 'player_number': '88'}, {'player_name': ' Mæhle', 'player_number': '3'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Zappacosta', 'player_number': '77'}, {'player_name': ' Scalvini', 'player_number': '42'}, {'player_name': ' Djimsiti', 'player_number': '19'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Musso', 'player_number': '1'}]","[{'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Shomurodov', 'player_number': '14'}, {'player_name': ' Agudelo', 'player_number': '33'}, {'player_name': ' Bastoni', 'player_number': '20'}, {'player_name': ' Ampadu', 'player_number': '4'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Reca', 'player_number': '13'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Wisniewski', 'player_number': '55'}, {'player_name': ' Amian', 'player_number': '27'}, {'player_name': ' Drągowski', 'player_number': '69'}]","['Zapata', 'Muriel', 'Pašalić', 'Mæhle', 'Koopmeiners', 'De Roon', 'Zappacosta', 'Scalvini', 'Djimsiti', 'Tolói', 'Musso']","['91', '9', '88', '3', '7', '15', '77', '42', '19', '2', '1']","['Gyasi', 'Shomurodov', 'Agudelo', 'Bastoni', 'Ampadu', 'Bourabia', 'Reca', 'Nikolaou', 'Wisniewski', 'Amian', 'Drągowski']","['11', '14', '33', '20', '4', '6', '13', '43', '55', '27', '69']"
60,Matchday 33,03/05/2023,False,False,False,Juventus,Lecce,2,1,0.55,0.45,16,14,4,5,0.53,0.47,0.85,0.03,0.12,97090,Allianz Stadium,"[{'player_name': ' Vlahović', 'player_number': '9'}, {'player_name': ' Di María', 'player_number': '22'}, {'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Miretti', 'player_number': '20'}, {'player_name': ' Paredes', 'player_number': '32'}, {'player_name': ' Fagioli', 'player_number': '44'}, {'player_name': ' De Sciglio', 'player_number': '2'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Bonucci', 'player_number': '19'}, {'player_name': ' Bremer', 'player_number': '3'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","[{'player_name': ' Banda', 'player_number': '22'}, {'player_name': ' Ceesay', 'player_number': '77'}, {'player_name': ' Oudin', 'player_number': '28'}, {'player_name': ' Maleh', 'player_number': '32'}, {'player_name': ' Hjulmand', 'player_number': '42'}, {'player_name': ' Gonzàlez', 'player_number': '16'}, {'player_name': ' Pezzella', 'player_number': '97'}, {'player_name': ' Umtiti', 'player_number': '93'}, {'player_name': ' Romagnoli', 'player_number': '4'}, {'player_name': ' Baschirotto', 'player_number': '6'}, {'player_name': ' Falcone', 'player_number': '30'}]","['Vlahović', 'Di María', 'Kostić', 'Miretti', 'Paredes', 'Fagioli', 'De Sciglio', 'Danilo', 'Bonucci', 'Bremer', 'Szczęsny']","['9', '22', '17', '20', '32', '44', '2', '6', '19', '3', '1']","['Banda', 'Ceesay', 'Oudin', 'Maleh', 'Hjulmand', 'Gonzàlez', 'Pezzella', 'Umtiti', 'Romagnoli', 'Baschirotto', 'Falcone']","['22', '77', '28', '32', '42', '16', '97', '93', '4', '6', '30']"
