match_id,stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,prediction_team_home_win,prediction_draw,prediction_team_away_win,prediction_quantity,location,lineup_home,lineup_away,player_names_home,player_numbers_home,player_names_away,player_numbers_away
166,Matchday 22,11/02/2023,False,False,False,Lazio,Atalanta,0,2,0.61,0.39,13,23,5,10,0.5,0.5,0.0,0.0,0.0,0,Olimpico,"[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Anderson', 'player_number': '7'}, {'player_name': ' Alberto', 'player_number': '10'}, {'player_name': ' Cataldi', 'player_number': '32'}, {'player_name': ' Milinković-Savić', 'player_number': '21'}, {'player_name': ' Hysaj', 'player_number': '23'}, {'player_name': ' Romagnoli', 'player_number': '13'}, {'player_name': ' Casale', 'player_number': '15'}, {'player_name': ' Marusic', 'player_number': '77'}, {'player_name': ' Provedel', 'player_number': '94'}]","[{'player_name': ' Lookman', 'player_number': '11'}, {'player_name': ' Højlund', 'player_number': '17'}, {'player_name': ' Zappacosta', 'player_number': '77'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' Éderson', 'player_number': '13'}, {'player_name': ' Hateboer', 'player_number': '33'}, {'player_name': ' Scalvini', 'player_number': '42'}, {'player_name': ' Djimsiti', 'player_number': '19'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Musso', 'player_number': '1'}]","['Zaccagni', 'Immobile', 'Anderson', 'Alberto', 'Cataldi', 'Milinković-Savić', 'Hysaj', 'Romagnoli', 'Casale', 'Marusic', 'Provedel']","['20', '17', '7', '10', '32', '21', '23', '13', '15', '77', '94']","['Lookman', 'Højlund', 'Zappacosta', 'De Roon', 'Koopmeiners', 'Éderson', 'Hateboer', 'Scalvini', 'Djimsiti', 'Tolói', 'Musso']","['11', '17', '77', '15', '7', '13', '33', '42', '19', '2', '1']"
167,Matchday 22,11/02/2023,False,False,False,Lecce,Roma,1,1,0.42,0.58,8,12,3,5,0.44,0.56,0.0,0.0,0.0,0,Via Del Mare,"[{'player_name': ' Di Francesco', 'player_number': '11'}, {'player_name': ' Colombo', 'player_number': '9'}, {'player_name': ' Strefezza', 'player_number': '27'}, {'player_name': ' Gonzàlez', 'player_number': '16'}, {'player_name': ' Hjulmand', 'player_number': '42'}, {'player_name': ' Blin', 'player_number': '29'}, {'player_name': ' Gallo', 'player_number': '25'}, {'player_name': ' Umtiti', 'player_number': '93'}, {'player_name': ' Baschirotto', 'player_number': '6'}, {'player_name': ' Gendrey', 'player_number': '17'}, {'player_name': ' Falcone', 'player_number': '30'}]","[{'player_name': ' Abraham', 'player_number': '9'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Dybala', 'player_number': '21'}, {'player_name': ' El Shaarawy', 'player_number': '92'}, {'player_name': ' Matic', 'player_number': '8'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Zalewski', 'player_number': '59'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Smalling', 'player_number': '6'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","['Di Francesco', 'Colombo', 'Strefezza', 'Gonzàlez', 'Hjulmand', 'Blin', 'Gallo', 'Umtiti', 'Baschirotto', 'Gendrey', 'Falcone']","['11', '9', '27', '16', '42', '29', '25', '93', '6', '17', '30']","['Abraham', 'Pellegrini', 'Dybala', 'El Shaarawy', 'Matic', 'Cristante', 'Zalewski', 'Ibañez', 'Smalling', 'Mancini', 'Patrício']","['9', '7', '21', '92', '8', '4', '59', '3', '6', '23', '1']"
168,Matchday 22,11/02/2023,False,False,False,Empoli,Spezia,2,2,0.65,0.35,25,9,8,3,0.46,0.54,0.0,0.0,0.0,0,Carlo Castellani,"[{'player_name': ' Cambiaghi', 'player_number': '28'}, {'player_name': ' Caputo', 'player_number': '19'}, {'player_name': ' Baldanzi', 'player_number': '35'}, {'player_name': ' Bandinelli', 'player_number': '25'}, {'player_name': ' Marin', 'player_number': '18'}, {'player_name': ' Akpa', 'player_number': '11'}, {'player_name': ' Parisi', 'player_number': '65'}, {'player_name': ' Luperto', 'player_number': '33'}, {'player_name': ' Ismajli', 'player_number': '34'}, {'player_name': ' Ebuehi', 'player_number': '24'}, {'player_name': ' Vicario', 'player_number': '13'}]","[{'player_name': ' Shomurodov', 'player_number': '14'}, {'player_name': ' Verde', 'player_number': '10'}, {'player_name': ' Reca', 'player_number': '13'}, {'player_name': ' Agudelo', 'player_number': '33'}, {'player_name': ' Esposito', 'player_number': '25'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Amian', 'player_number': '27'}, {'player_name': ' Wisniewski', 'player_number': '55'}, {'player_name': ' Drągowski', 'player_number': '69'}]","['Cambiaghi', 'Caputo', 'Baldanzi', 'Bandinelli', 'Marin', 'Akpa', 'Parisi', 'Luperto', 'Ismajli', 'Ebuehi', 'Vicario']","['28', '19', '35', '25', '18', '11', '65', '33', '34', '24', '13']","['Shomurodov', 'Verde', 'Reca', 'Agudelo', 'Esposito', 'Bourabia', 'Gyasi', 'Nikolaou', 'Amian', 'Wisniewski', 'Drągowski']","['14', '10', '13', '33', '25', '6', '11', '43', '27', '55', '69']"
169,Matchday 22,10/02/2023,False,False,False,Milan,Torino,1,0,0.46,0.54,9,12,4,2,0.59,0.41,0.0,0.0,0.0,0,Giuseppe Meazza,"[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Saelemaekers', 'player_number': '56'}, {'player_name': ' Thiaw', 'player_number': '28'}, {'player_name': ' Kjær', 'player_number': '24'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Tatarusanu', 'player_number': '1'}]","[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Vlašić', 'player_number': '16'}, {'player_name': ' Miranchuk', 'player_number': '59'}, {'player_name': ' Rodríguez', 'player_number': '13'}, {'player_name': ' Gineitis', 'player_number': '66'}, {'player_name': ' Adopo', 'player_number': '21'}, {'player_name': ' Singo', 'player_number': '17'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Schuurs', 'player_number': '3'}, {'player_name': ' Djidji', 'player_number': '26'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","['Giroud', 'Leão', 'Diaz', 'Hernandez', 'Tonali', 'Krunic', 'Saelemaekers', 'Thiaw', 'Kjær', 'Kalulu', 'Tatarusanu']","['9', '17', '10', '19', '8', '33', '56', '28', '24', '20', '1']","['Sanabria', 'Vlašić', 'Miranchuk', 'Rodríguez', 'Gineitis', 'Adopo', 'Singo', 'Buongiorno', 'Schuurs', 'Djidji', 'Milinković-Savić']","['9', '16', '59', '13', '66', '21', '17', '4', '3', '26', '32']"
170,Matchday 21,07/02/2023,False,False,False,Salernitana,Juventus,0,3,0.54,0.46,10,17,1,5,0.58,0.43,0.0,0.0,0.0,0,Arechi,"[{'player_name': ' Dia', 'player_number': '29'}, {'player_name': ' Piątek', 'player_number': '99'}, {'player_name': ' Candreva', 'player_number': '87'}, {'player_name': ' Vilhena', 'player_number': '10'}, {'player_name': ' Nicolussi Caviglia', 'player_number': '41'}, {'player_name': ' Coulibaly', 'player_number': '18'}, {'player_name': ' Bradaric', 'player_number': '3'}, {'player_name': ' Bronn', 'player_number': '2'}, {'player_name': ' Troost-Ekong', 'player_number': '15'}, {'player_name': ' Sambia', 'player_number': '6'}, {'player_name': ' Ochoa', 'player_number': '13'}]","[{'player_name': ' Vlahović', 'player_number': '9'}, {'player_name': ' Di María', 'player_number': '22'}, {'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Miretti', 'player_number': '20'}, {'player_name': ' De Sciglio', 'player_number': '2'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Bremer', 'player_number': '3'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","['Dia', 'Piątek', 'Candreva', 'Vilhena', 'Nicolussi Caviglia', 'Coulibaly', 'Bradaric', 'Bronn', 'Troost-Ekong', 'Sambia', 'Ochoa']","['29', '99', '87', '10', '41', '18', '3', '2', '15', '6', '13']","['Vlahović', 'Di María', 'Kostić', 'Rabiot', 'Locatelli', 'Miretti', 'De Sciglio', 'Alex Sandro', 'Bremer', 'Danilo', 'Szczęsny']","['9', '22', '17', '25', '5', '20', '2', '12', '3', '6', '1']"
171,Matchday 21,06/02/2023,False,False,False,Monza,Sampdoria,2,2,0.72,0.28,17,11,5,6,0.51,0.5,0.62,0.07,0.31,22299,U-Power Stadium,"[{'player_name': ' Petagna', 'player_number': '37'}, {'player_name': ' Caprari', 'player_number': '17'}, {'player_name': ' Mota', 'player_number': '47'}, {'player_name': ' Carlos', 'player_number': '30'}, {'player_name': ' Pessina', 'player_number': '32'}, {'player_name': ' Machin Dicombo', 'player_number': '7'}, {'player_name': ' Ciurria', 'player_number': '84'}, {'player_name': ' Caldirola', 'player_number': '5'}, {'player_name': ' Pablo Marí', 'player_number': '3'}, {'player_name': ' Izzo', 'player_number': '55'}, {'player_name': ' Di Gregorio', 'player_number': '16'}]","[{'player_name': ' Lammers', 'player_number': '10'}, {'player_name': ' Đuričić', 'player_number': '7'}, {'player_name': ' Gabbiadini', 'player_number': '23'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Winks', 'player_number': '20'}, {'player_name': ' Cuisance', 'player_number': '80'}, {'player_name': ' Léris', 'player_number': '37'}, {'player_name': ' Colley', 'player_number': '15'}, {'player_name': ' Nuytinck', 'player_number': '17'}, {'player_name': ' Amione', 'player_number': '2'}, {'player_name': ' Audero', 'player_number': '1'}]","['Petagna', 'Caprari', 'Mota', 'Carlos', 'Pessina', 'Machin Dicombo', 'Ciurria', 'Caldirola', 'Pablo Marí', 'Izzo', 'Di Gregorio']","['37', '17', '47', '30', '32', '7', '84', '5', '3', '55', '16']","['Lammers', 'Đuričić', 'Gabbiadini', 'Augello', 'Winks', 'Cuisance', 'Léris', 'Colley', 'Nuytinck', 'Amione', 'Audero']","['10', '7', '23', '3', '20', '80', '37', '15', '17', '2', '1']"
172,Matchday 21,06/02/2023,False,False,False,Hellas Verona,Lazio,1,1,0.35,0.65,15,9,4,2,0.46,0.54,0.18,0.05,0.77,29326,Marcantonio Bentegodi,"[{'player_name': ' Lasagna', 'player_number': '11'}, {'player_name': ' Ngonge', 'player_number': '26'}, {'player_name': ' Lazović', 'player_number': '8'}, {'player_name': ' Doig', 'player_number': '3'}, {'player_name': ' Tameze', 'player_number': '61'}, {'player_name': ' Duda', 'player_number': '33'}, {'player_name': ' Depaoli', 'player_number': '29'}, {'player_name': ' Coppola', 'player_number': '42'}, {'player_name': ' Hien', 'player_number': '6'}, {'player_name': ' Magnani', 'player_number': '23'}, {'player_name': ' Montipò', 'player_number': '1'}]","[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Pedro', 'player_number': '9'}, {'player_name': ' Alberto', 'player_number': '10'}, {'player_name': ' Cataldi', 'player_number': '32'}, {'player_name': ' Milinković-Savić', 'player_number': '21'}, {'player_name': ' Hysaj', 'player_number': '23'}, {'player_name': ' Romagnoli', 'player_number': '13'}, {'player_name': ' Casale', 'player_number': '15'}, {'player_name': ' Marusic', 'player_number': '77'}, {'player_name': ' Provedel', 'player_number': '94'}]","['Lasagna', 'Ngonge', 'Lazović', 'Doig', 'Tameze', 'Duda', 'Depaoli', 'Coppola', 'Hien', 'Magnani', 'Montipò']","['11', '26', '8', '3', '61', '33', '29', '42', '6', '23', '1']","['Zaccagni', 'Immobile', 'Pedro', 'Alberto', 'Cataldi', 'Milinković-Savić', 'Hysaj', 'Romagnoli', 'Casale', 'Marusic', 'Provedel']","['20', '17', '9', '10', '32', '21', '23', '13', '15', '77', '94']"
173,Matchday 21,05/02/2023,False,False,False,Inter,Milan,1,0,0.65,0.35,15,4,4,0,0.53,0.47,0.52,0.08,0.4,163625,Giuseppe Meazza,"[{'player_name': ' Martínez', 'player_number': '10'}, {'player_name': ' Dzeko', 'player_number': '9'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Mkhitaryan', 'player_number': '22'}, {'player_name': ' Calhanoglu', 'player_number': '20'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Darmian', 'player_number': '36'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' Acerbi', 'player_number': '15'}, {'player_name': ' Skriniar', 'player_number': '37'}, {'player_name': ' Onana', 'player_number': '24'}]","[{'player_name': ' Origi', 'player_number': '27'}, {'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Krunic', 'player_number': '33'}, {'player_name': ' Messias', 'player_number': '30'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Gabbia', 'player_number': '46'}, {'player_name': ' Kjær', 'player_number': '24'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Tatarusanu', 'player_number': '1'}]","['Martínez', 'Dzeko', 'Dimarco', 'Mkhitaryan', 'Calhanoglu', 'Barella', 'Darmian', 'Bastoni', 'Acerbi', 'Skriniar', 'Onana']","['10', '9', '32', '22', '20', '23', '36', '95', '15', '37', '24']","['Origi', 'Giroud', 'Hernandez', 'Tonali', 'Krunic', 'Messias', 'Calabria', 'Gabbia', 'Kjær', 'Kalulu', 'Tatarusanu']","['27', '9', '19', '8', '33', '30', '2', '46', '24', '20', '1']"
174,Matchday 21,05/02/2023,False,False,False,Fiorentina,Bologna,1,2,0.62,0.38,17,11,6,7,0.58,0.42,0.68,0.09,0.23,20720,Artemio Franchi,"[{'player_name': ' Saponara', 'player_number': '8'}, {'player_name': ' Jović', 'player_number': '7'}, {'player_name': ' González', 'player_number': '22'}, {'player_name': ' Barák', 'player_number': '72'}, {'player_name': ' Amrabat', 'player_number': '34'}, {'player_name': ' Bonaventura', 'player_number': '5'}, {'player_name': ' Biraghi', 'player_number': '3'}, {'player_name': ' Igor', 'player_number': '98'}, {'player_name': ' Milenković', 'player_number': '4'}, {'player_name': ' Dodô', 'player_number': '2'}, {'player_name': ' Terracciano', 'player_number': '1'}]","[{'player_name': ' Zirkzee', 'player_number': '11'}, {'player_name': ' Soriano', 'player_number': '21'}, {'player_name': ' Ferguson', 'player_number': '19'}, {'player_name': ' Orsolini', 'player_number': '7'}, {'player_name': ' Domínguez', 'player_number': '8'}, {'player_name': ' Schouten', 'player_number': '30'}, {'player_name': ' Cambiaso', 'player_number': '50'}, {'player_name': ' Sosa', 'player_number': '4'}, {'player_name': ' Lucumí', 'player_number': '26'}, {'player_name': ' Posch', 'player_number': '3'}, {'player_name': ' Skorupski', 'player_number': '28'}]","['Saponara', 'Jović', 'González', 'Barák', 'Amrabat', 'Bonaventura', 'Biraghi', 'Igor', 'Milenković', 'Dodô', 'Terracciano']","['8', '7', '22', '72', '34', '5', '3', '98', '4', '2', '1']","['Zirkzee', 'Soriano', 'Ferguson', 'Orsolini', 'Domínguez', 'Schouten', 'Cambiaso', 'Sosa', 'Lucumí', 'Posch', 'Skorupski']","['11', '21', '19', '7', '8', '30', '50', '4', '26', '3', '28']"
175,Matchday 21,05/02/2023,False,False,False,Torino,Udinese,1,0,0.56,0.44,11,11,4,3,0.4,0.6,0.53,0.14,0.33,17037,Olimpico Grande Torino,"[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Karamoh', 'player_number': '7'}, {'player_name': ' Miranchuk', 'player_number': '59'}, {'player_name': ' Vojvoda', 'player_number': '27'}, {'player_name': ' Linetty', 'player_number': '77'}, {'player_name': ' Ricci', 'player_number': '28'}, {'player_name': ' Aina', 'player_number': '34'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Schuurs', 'player_number': '3'}, {'player_name': ' Djidji', 'player_number': '26'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","[{'player_name': ' Success', 'player_number': '7'}, {'player_name': ' Beto', 'player_number': '9'}, {'player_name': ' Udogie', 'player_number': '13'}, {'player_name': ' Arslan', 'player_number': '5'}, {'player_name': ' Walace', 'player_number': '11'}, {'player_name': ' Samardzic', 'player_number': '24'}, {'player_name': ' Ehizibue', 'player_number': '19'}, {'player_name': ' Pérez', 'player_number': '18'}, {'player_name': ' Bijol', 'player_number': '29'}, {'player_name': ' Rodrigo Becão', 'player_number': '50'}, {'player_name': ' Silvestri', 'player_number': '1'}]","['Sanabria', 'Karamoh', 'Miranchuk', 'Vojvoda', 'Linetty', 'Ricci', 'Aina', 'Buongiorno', 'Schuurs', 'Djidji', 'Milinković-Savić']","['9', '7', '59', '27', '77', '28', '34', '4', '3', '26', '32']","['Success', 'Beto', 'Udogie', 'Arslan', 'Walace', 'Samardzic', 'Ehizibue', 'Pérez', 'Bijol', 'Rodrigo Becão', 'Silvestri']","['7', '9', '13', '5', '11', '24', '19', '18', '29', '50', '1']"
176,Matchday 21,05/02/2023,False,False,False,Spezia,Napoli,0,3,0.3,0.7,9,12,3,5,0.44,0.56,0.11,0.03,0.86,54827,Alberto Picco,"[{'player_name': ' Shomurodov', 'player_number': '14'}, {'player_name': ' Verde', 'player_number': '10'}, {'player_name': ' Reca', 'player_number': '13'}, {'player_name': ' Agudelo', 'player_number': '33'}, {'player_name': ' Esposito', 'player_number': '25'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Amian', 'player_number': '27'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Caldara', 'player_number': '29'}, {'player_name': ' Ampadu', 'player_number': '4'}, {'player_name': ' Drągowski', 'player_number': '69'}]","[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Lozano', 'player_number': '11'}, {'player_name': ' Zieliński', 'player_number': '20'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Rui', 'player_number': '6'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Rrahmani', 'player_number': '13'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}]","['Shomurodov', 'Verde', 'Reca', 'Agudelo', 'Esposito', 'Bourabia', 'Amian', 'Nikolaou', 'Caldara', 'Ampadu', 'Drągowski']","['14', '10', '13', '33', '25', '6', '27', '43', '29', '4', '69']","['Kvaratskhelia', 'Osimhen', 'Lozano', 'Zieliński', 'Lobotka', 'Zambo Anguissa', 'Rui', 'Kim Min-jae', 'Rrahmani', 'Di Lorenzo', 'Meret']","['77', '9', '11', '20', '68', '99', '6', '3', '13', '22', '1']"
